datetime,bitmex-XRP/BTC-position-in-USD,bitmex-EOS/BTC-position-in-USD,cash
2019-06-01 01:00:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:01:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:02:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:03:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:04:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:05:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:06:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:07:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:08:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:09:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:10:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:11:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:12:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:13:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:14:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:15:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:16:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:17:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:18:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:19:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:20:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:21:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:22:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:23:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:24:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:25:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:26:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:27:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:28:00-04:00,0.0,0.0,11.851851851851851
2019-06-01 01:29:00-04:00,-422.496389825,420.07969640000005,11.752046754126853
2019-06-01 01:30:00-04:00,-421.82127575,418.9259620000001,11.752046754126853
2019-06-01 01:31:00-04:00,-422.6191356,419.2826976,11.752046754126853
2019-06-01 01:32:00-04:00,-423.01879935,419.38791960000003,11.752046754126853
2019-06-01 01:33:00-04:00,-423.56910899999997,419.07130199999995,11.752046754126853
2019-06-01 01:34:00-04:00,-423.36848419999995,419.1800600000001,11.752046754126853
2019-06-01 01:35:00-04:00,-423.3354867,419.8442976,11.752046754126853
2019-06-01 01:36:00-04:00,-422.8684194,419.72136959999995,11.752046754126853
2019-06-01 01:37:00-04:00,-422.9686727,419.6453664,11.752046754126853
2019-06-01 01:38:00-04:00,-422.8354416,419.68337840000004,11.752046754126853
2019-06-01 01:39:00-04:00,-422.71932979999997,419.908632,11.752046754126853
2019-06-01 01:40:00-04:00,-423.28734975,421.08290640000007,11.752046754126853
2019-06-01 01:41:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:42:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:43:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:44:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:45:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:46:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:47:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:48:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:49:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:50:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:51:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:52:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:53:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:54:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:55:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:56:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:57:00-04:00,0.0,0.0,11.851960599764352
2019-06-01 01:58:00-04:00,0.0,0.0,11.851960599764352
