datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-XRP/BTC-fill,bitmex-XRP/BTC-leverage,bitmex-XRP/BTC-position-in-BTC,bitmex-XRP/BTC-position-in-USD,bitmex-XRP/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,benchmark_equity,btc_benchmark_equity,returns,btc_returns,benchmark_returns,btc_benchmark_returns,equity_curve,btc_equity_curve,benchmark_equity_curve,btc_benchmark_equity_curve,drawdown,btc_drawdown
2019-06-01 01:00:00-04:00,11.851851851851851,11.851851851851851,100136.29629629629,8449.0,,1,0.0,0.0,0.0009574999999999999,,1,0.0,0.0,5.069e-05,0.0,0.0,0.0,11.851851851851851,100136.29629629629,100000.0,11.835720203574388,,,,,,,,,,
2019-06-01 01:01:00-04:00,11.851851851851851,11.851851851851851,100237.03703703704,8457.5,,1,0.0,0.0,0.000959,,1,0.0,0.0,5.071e-05,0.0,0.0,0.0,11.851851851851851,100237.03703703704,100100.60362173039,11.82382500738989,0.001006036217303885,0.0,0.001006036217303885,-0.0010050251256281673,1.0010060362173039,1.0,1.0010060362173039,0.9989949748743718,0.0,0.0
2019-06-01 01:02:00-04:00,11.851851851851851,11.851851851851851,100219.25925925926,8456.0,,1,0.0,0.0,0.0009599999999999999,,1,0.0,0.0,5.072e-05,0.0,0.0,0.0,11.851851851851851,100219.25925925926,100082.85004142503,11.825922421948912,-0.00017735737511093141,0.0,-0.0001773573751108204,0.00017738883632922864,1.00082850041425,1.0,1.0008285004142503,0.9991721854304636,0.00017753580305379657,0.0
2019-06-01 01:03:00-04:00,11.851851851851851,11.851851851851851,100266.66666666666,8460.0,,1,0.0,0.0,0.0009589,,1,0.0,0.0,5.071e-05,0.0,0.0,0.0,11.851851851851851,100266.66666666666,100130.19292223932,11.82033096926714,0.00047303689687794304,0.0,0.00047303689687794304,-0.00047281323877068626,1.001301929222393,1.0,1.0013019292223932,0.9986997635933806,0.0,0.0
2019-06-01 01:04:00-04:00,11.851851851851851,11.851851851851851,100272.59259259258,8460.5,,1,0.0,0.0,0.0009593999999999999,,1,0.0,0.0,5.07e-05,0.0,0.0,0.0,11.851851851851851,100272.59259259258,100136.1107823411,11.819632409432067,5.910165484634966e-05,0.0,5.910165484634966e-05,-5.909816204707763e-05,1.0013611078234108,1.0,1.001361107823411,0.9986407422729154,0.0,0.0
2019-06-01 01:05:00-04:00,11.851851851851851,11.851851851851851,100379.25925925926,8469.5,,1,0.0,0.0,0.0009612,,1,0.0,0.0,5.069e-05,0.0,0.0,0.0,11.851851851851851,100379.25925925926,100242.63226417327,11.807072436389397,0.0010637669168489516,0.0,0.0010637669168489516,-0.001062636519275073,1.0024263226417325,1.0,1.0024263226417327,0.9975795501505402,0.0,0.0
2019-06-01 01:06:00-04:00,11.851851851851851,11.851851851851851,100420.74074074073,8473.0,,1,0.0,0.0,0.0009615,,1,0.0,0.0,5.068e-05,0.0,0.0,0.0,11.851851851851851,100420.74074074073,100284.05728488578,11.802195208308746,0.0004132475352736087,0.0,0.0004132475352736087,-0.00041307683229074854,1.0028405728488576,1.0,1.0028405728488579,0.997167473150006,0.0,0.0
2019-06-01 01:07:00-04:00,11.851851851851851,11.851851851851851,100195.55555555555,8454.0,,1,0.0,0.0,0.0009618000000000001,,1,0.0,0.0,5.068e-05,0.0,0.0,0.0,11.851851851851851,100195.55555555555,100059.17860101788,11.828720132481665,-0.002242417089578619,0.0,-0.002242417089578619,0.0022474568251715787,1.0005917860101785,1.0,1.0005917860101787,0.9994085639933761,0.0022487868386791288,0.0
2019-06-01 01:08:00-04:00,11.851851851851851,11.851851851851851,100029.62962962962,8440.0,,1,0.0,0.0,0.0009616,,1,0.0,0.0,5.072e-05,0.0,0.0,0.0,11.851851851851851,100029.62962962962,99893.47851816783,11.848341232227488,-0.0016560208185474323,0.0,-0.0016560208185474323,0.0016587677725119487,0.9989347851816781,1.0,0.9989347851816783,1.0010663507109008,0.0039057876671795277,0.0
2019-06-01 01:09:00-04:00,11.851851851851851,11.851851851851851,100207.4074074074,8455.0,,1,0.0,0.0,0.0009618000000000001,,1,0.0,0.0,5.069e-05,0.0,0.0,0.0,11.851851851851851,100207.4074074074,100071.01432122145,11.827321111768185,0.0017772511848341832,0.0,0.0017772511848341832,-0.0017740981667652145,1.0007101432122143,1.0,1.0007101432122145,0.9992903607332942,0.0021304296366433384,0.0
