datetime,bitmex-BTC-available-balance,bitmex-BTC-balance,bitmex-BTC-balance-in-USD,bitmex-BTC-price,bitmex-EOS/BTC-fill,bitmex-EOS/BTC-leverage,bitmex-EOS/BTC-position,bitmex-EOS/BTC-position-in-BTC,bitmex-EOS/BTC-position-in-USD,bitmex-EOS/BTC-price,bitmex-total-position-in-BTC,bitmex-total-position-in-USD,fee,total,total-in-USD,returns,equity_curve,drawdown
2019-05-01 05:00:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99990.31758326878,,,
2019-05-01 05:01:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:02:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:03:00,19.364833462432223,19.364833462432223,99990.31758326878,5163.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:04:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:05:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:06:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:07:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:08:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:09:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:10:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:11:00,19.364833462432223,19.364833462432223,99874.12858249419,5157.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99874.12858249419,0.0,1.0,0.0
2019-05-01 05:12:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:13:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:14:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:15:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:16:00,19.364833462432223,19.364833462432223,99883.8109992254,5158.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99883.8109992254,0.0,1.0,0.0
2019-05-01 05:17:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:18:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:19:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:20:00,19.364833462432223,19.364833462432223,99903.17583268783,5159.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99903.17583268783,0.0,1.0,0.0
2019-05-01 05:21:00,19.364833462432223,19.364833462432223,99922.54066615028,5160.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99922.54066615028,0.0,1.0,0.0
2019-05-01 05:22:00,19.364833462432223,19.364833462432223,99932.2230828815,5160.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,0.0,19.364833462432223,99932.2230828815,0.0,1.0,0.0
2019-05-01 05:23:00,19.315382962432224,19.364833462432223,99951.58791634392,5161.5,1,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.23875575,1.3,19.364833462432223,99951.58791634392,0.0,1.0,0.0
2019-05-01 05:24:00,19.315382962432224,19.364833462432223,99990.31758326878,5163.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.33765675,1.3,19.364833462432223,99990.31758326878,0.0,1.0,0.0
2019-05-01 05:25:00,19.315382962432224,19.364833462432223,99980.63516653757,5163.0,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.31293150000002,1.3,19.364833462432223,99980.63516653757,0.0,1.0,0.0
2019-05-01 05:26:00,19.315382962432224,19.364833462432223,100029.04725019365,5165.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.43655775000002,1.3,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 05:27:00,19.315382962432224,19.364833462432223,100029.04725019365,5165.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.43655775000002,1.3,19.364833462432223,100029.04725019365,0.0,1.0,0.0
2019-05-01 05:28:00,19.315382962432224,19.364833462432223,100048.41208365608,5166.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.48600825,1.3,19.364833462432223,100048.41208365608,0.0,1.0,0.0
2019-05-01 05:29:00,19.315382962432224,19.364833462432223,100087.14175058095,5168.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.58490925,1.3,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:30:00,19.315382962432224,19.364833462432223,100087.14175058095,5168.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.58490925,1.3,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:31:00,19.315382962432224,19.364833462432223,100087.14175058095,5168.5,,1,55,0.0494505,255.18930525000002,0.0008991,0.0494505,255.58490925,1.3,19.364833462432223,100087.14175058095,0.0,1.0,0.0
2019-05-01 05:32:00,19.265937962432226,19.364838962432223,100087.17017733095,5168.5,-1,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100087.17017733095,2.8401999996319205e-07,1.00000028402,0.0
2019-05-01 05:33:00,19.265937962432226,19.364838962432223,100087.17017733095,5168.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100087.17017733095,0.0,1.00000028402,0.0
2019-05-01 05:34:00,19.265937962432226,19.364838962432223,100087.17017733095,5168.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100087.17017733095,0.0,1.00000028402,0.0
2019-05-01 05:35:00,19.265937962432226,19.364838962432223,100087.17017733095,5168.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100087.17017733095,0.0,1.00000028402,0.0
2019-05-01 05:36:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:37:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:38:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:39:00,19.265937962432226,19.364838962432223,100106.53501629338,5169.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100106.53501629338,0.0,1.00000028402,0.0
2019-05-01 05:40:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:41:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:42:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:43:00,19.265937962432226,19.364838962432223,100096.85259681217,5169.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100096.85259681217,0.0,1.00000028402,0.0
2019-05-01 05:44:00,19.265937962432226,19.364838962432223,100038.75807992487,5166.0,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100038.75807992487,0.0,1.00000028402,0.0
2019-05-01 05:45:00,19.265937962432226,19.364838962432223,100048.44049940609,5166.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,100048.44049940609,0.0,1.00000028402,0.0
2019-05-01 05:46:00,19.265937962432226,19.364838962432223,99951.61630459392,5161.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,99951.61630459392,0.0,1.00000028402,0.0
2019-05-01 05:47:00,19.265937962432226,19.364838962432223,99951.61630459392,5161.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,99951.61630459392,0.0,1.00000028402,0.0
2019-05-01 05:48:00,19.265937962432226,19.364838962432223,99912.88662666906,5159.5,,1,0,0.0,0.0,0.0008990000000000001,0.0,0.0,2.6,19.364838962432223,99912.88662666906,0.0,1.00000028402,0.0
